wallet_address,risk_score,risk_category,first_seen_date,total_transaction_count,known_entity,sanctioned_flag,score_date
0xDHC3yaZM3QhVt2oFVYUYgKi6APbsZmmb3ASwolge,9,low,2021-12-15,5,Kraken,False,2025-03-14
0xq5NyPdbkjO5fgAOMBJEaUda5NUvUUy2WffyYNhY8,21,low,2022-04-17,10,,False,2025-03-14
MtJl4ztpwNTOFlcINQFS5xjPUSKKjVHgZG,73,high,2021-05-13,16,,False,2025-03-14
LTHjjf6OOBcWtf65oVLMFlh1EVPVdUipXu,13,low,2021-03-18,47,,False,2025-03-14
MLZQa9vCVUVkaH4jwytFSa4ylQ1weIFuon,18,low,2024-02-07,115,Payment Processor,False,2025-03-14
0x1ZveYQw1X48zedvy0Gys6wmRAFB9uRA0t0jr06LK,49,medium,2023-07-14,31,,False,2025-03-14
LLLBNC2FgHTHyQr5nzMbuGTB6lxb0fxoOY,14,low,2021-02-28,27,Gemini,False,2025-03-14
0xp0mLXADegNGbqUQ2uWktZwndpCj55SgzkNvztDku,15,low,2021-11-12,415,,False,2025-03-14
0x44gajwxbMWEQgWI2gFNsqXUh2s88fSAIMni5tcbd,1,low,2023-03-24,11,,False,2025-03-14
3qSVqD7V6bbBDxkDn8qKokC5aVS8oeBt2Q,92,severe,2023-10-18,81,,False,2025-03-14
3YYfJbsr47TadsApUoY9nbGJe6Wmob6ZTY,10,low,2024-04-10,135,,False,2025-03-14
0xr0EaV1fFERIsFLjllFRnhsyWN29bYCUkvLWviF1m,5,low,2022-04-11,61,Coinbase Hot Wallet,False,2025-03-14
1WYr9jdQCBppFNAn4k803t4xBPOqAJIwkp,24,low,2024-11-16,19,,False,2025-03-14
MaahISbuWOL4HZkA7Rgn0SUUfHO1CQWAc8,38,medium,2024-07-02,5,,False,2025-03-14
36HBXw9HMEZQswNngxr42JMvxu7T37xQ9M,4,low,2022-08-06,17,,False,2025-03-14
3PWz1jQ2lVZD183v5EMo1ZnLO6CBsoq5wQ,30,medium,2024-04-21,23,,False,2025-03-14
bc1wbwXq7O44XT9Bne7kHrjxnA7tqvhMyyQRIK89MD,2,low,2021-07-14,9,,False,2025-03-14
3BiLSOBmX6p2IKtf0f5a967DOLLigYzvcJ,5,low,2021-09-20,8,,False,2025-03-14
1rAGaZj7BAbnVk1k7iIBn0tMsf4gglalGX,11,low,2024-03-03,85,,False,2025-03-14
0xenbjqSvoEuhRvPnNWPjBrpLH7SDP3mTDU57Vxo3p,25,low,2022-03-11,94,,False,2025-03-14
bc1Owc2W1jjueMXP52u33vkOt5niIIRfsLtffBOWXP,6,low,2023-10-31,263,,False,2025-03-14
0xIUUuRsCz8zfJNyVC5QCrzXJSSvfnq9xbUzgULDDl,9,low,2023-06-12,354,,False,2025-03-14
17ClPZGsa6OxG8fBh20jbCikkTz3nmZHNq,22,low,2021-09-03,457,,False,2025-03-14
3mYT6BK6LfRIbR9b9CuuekbqV7mYPs78JV,39,medium,2023-02-17,364,Coinbase Hot Wallet,False,2025-03-14
0xmfXAMnyKyrVmagEBI3hlbmvxg0SsUtaQvOxMbn8Y,3,low,2021-04-25,106,,False,2025-03-14
3OchjJUdJy2msauJ5jRwujKNuDUwVVE5lj,42,medium,2024-12-16,4,,False,2025-03-14
bc1n1PLjaPIVSY0BIa1A49KMZQkOVzp3j1uWWqjotG,4,low,2021-06-26,17,,False,2025-03-14
0xVMn0YJQNzjKgaLhGghvNemb0CcppBMGDAOu559ii,30,medium,2021-02-28,15,,False,2025-03-14
3dNMjS0u8jhcJ69vM1V2Wh5QWD0v54ts0J,44,medium,2021-11-29,3,,False,2025-03-14
1ai5mFiziX0xb5fmYL3Y7Uqui3Oql8Wuau,14,low,2023-12-28,26,,False,2025-03-14
ltc1m4BkEKmQfPsqERZ0vJWVn62wB4Whl2djhq78DtL,20,low,2022-02-12,8,,False,2025-03-14
bc1UV19LmrkP9dOsRdYr4A9MbkmNPUQARe6L1thWL1,84,severe,2024-04-21,54,,False,2025-03-14
0xdKWQUu8YScuA0OjM6Gx15FeyC80q4GzE8yx3I5s6,14,low,2023-07-26,51,,False,2025-03-14
bc1eyuVKMLElGlEibd8njLlTptJcZfluvjs3lLqDs7,53,high,2024-09-26,54,,False,2025-03-14
M3LYNDuLVqRyDPB4wpNaDvsuXlak9CAuNY,3,low,2022-01-28,7999,,False,2025-03-14
12TzT7zQlNJ1J3JxiQsCX5u5wuIiBSgkKm,7,low,2021-05-21,17,,False,2025-03-14
13mctpThNgWgjz7IyR5SAALZh2wXTRa5tL,22,low,2023-02-28,293,,False,2025-03-14
0xshAGvODbOnHeSqnPdcxqB3f8S9Evs36Vm4qn09xP,11,low,2024-11-10,578,,False,2025-03-14
MZTu3GA9noWnO0RuuCKgYhmS4hV5r4Js13,2,low,2024-05-27,174,,False,2025-03-14
0xWl9yEQuWv2eV5KBxR4N4bNRzq3pw4MJqPxFNQuXw,3,low,2023-06-21,20,,False,2025-03-14
bc1lyEOVhJ5e3XvPoG0OqaVjeBYOKueNruf3GUImpy,63,high,2024-10-11,9,,False,2025-03-14
McO0bDCUJqSKx3nFcJ3GF3keVZPqT8HUWr,81,severe,2022-07-10,13,,False,2025-03-14
0xgp4Ri9I1Agv1id6IkpyIDWAqooMk719ZhIwvBm4K,6,low,2022-01-10,1,,False,2025-03-14
1Q9ER2CXCjzNGlNWrsvCtuNTSMkBMRj5az,44,medium,2021-03-15,2,,False,2025-03-14
0x61Wkw3CCLbVwtMc8V8WJDUYZDS3fMvQsf9XcYCGH,44,medium,2024-10-27,273,,False,2025-03-14
3adsSWplDrtYdX3vTR6QMudPxDd4RzE3dX,16,low,2022-05-03,619,,False,2025-03-14
Mlbk5HecETtCrKtm33mZElvuuHqFXwn458,45,medium,2023-12-06,60,,False,2025-03-14
0xFmh21QrR98K2Xa0hEGyri7YAaRIgBO5nUd9Dfqen,7,low,2023-06-22,82,,False,2025-03-14
ltc1aqTMLOan8v7Nx94jJpF451RsfcoYHi724svyqpe,7,low,2023-11-27,24,,False,2025-03-14
15oQMpZkmSM3fGAxUc99tM9KA8yMTTFb1d,50,medium,2024-08-06,2864,Major Exchange,False,2025-03-14
M4NnC63s10GI6LJ5ALXLTnKdZBP9bnFmgl,44,medium,2021-07-24,9,,False,2025-03-14
3EAbnf9HmsEM8xiUine6HVqJhQKaSAst8g,31,medium,2024-04-19,253,Gemini,False,2025-03-14
3gT2gK2Iz485TPAteGFA9iowrCVMBeLpkA,11,low,2021-05-18,2,,False,2025-03-14
3azQ0PsLwEMp4OOtPj1Z7MPNXlYDi39Bvy,8,low,2023-12-12,44,,False,2025-03-14
bc1qYbZys1cqocL9q8rk7r32nWhLb5WzZ4AmlbjYgQ,25,low,2024-10-05,157,,False,2025-03-14
0xnil3tdM0VhEpzRrGG5Cv1VLT8pssH0Tj99ANZKzQ,1,low,2023-10-04,500,,False,2025-03-14
3pQYPw8ipe7H2M5ZtpE0bFjRTn5he0VvKH,74,high,2022-04-24,134,,False,2025-03-14
0x6KcQH0xOwAsatU6nDTgAF7uqldpM9kILx67XzMb8,33,medium,2021-07-28,11,,False,2025-03-14
19beMMPUeL9gbzL8ATTrTa3WNTjq4nuLIq,9,low,2024-04-26,28,,False,2025-03-14
0xPCEPuHfRLIm1dwWYgcvKlTx5ocQbMro75drHcMGF,11,low,2023-02-25,438,,False,2025-03-14
bc1PBUHVVslBbmvWqZrVhX0UjVZIZ8bfW3tB4S4St9,65,high,2023-10-06,58,,False,2025-03-14
1Gt8953xK20hViABCkT3i30T9bTzbkyG9s,53,high,2024-12-19,59,High Risk Exchange,False,2025-03-14
3is19gCs4l0v1nqBZyjSMH9mthmzaqikZT,3,low,2022-09-28,71,Coinbase Hot Wallet,False,2025-03-14
0xkO1dTCDweC0hFp2a2B7JT1jMPOgiKfEaGmgVVnoW,31,medium,2024-11-27,105,,False,2025-03-14
bc1cbAW0yA75OsUFw9ifT5WImwSen4QObrbjY1aPLB,8,low,2023-09-11,9288,,False,2025-03-14
30W7G01J91AXSNRzZpEFX9Z1QtAvshakC5,11,low,2024-08-01,12,,False,2025-03-14
0xWmFfQ8xo6qarLZGSWVvs0bxLBvGctOR44rzj4up6,4,low,2024-08-31,105,,False,2025-03-14
0xHvOiMMBI07Tua1T87fhBdlPnNmkw0UwgSEsUztTl,40,medium,2024-12-20,115,Coinbase Hot Wallet,False,2025-03-14
0xxJXaQLEDhc3Scg0waR8FozqR5SmZGI1T4YzBlEyp,40,medium,2024-01-03,111,,False,2025-03-14
1TBqIBysIQK2q8xUQOh6X2Q1UC5MKwEFqn,59,high,2022-06-21,5,,False,2025-03-14
0xuDlZKfVIw79f0b5pTldKU4IuOSJoBXcNZbpcFrH4,1,low,2024-04-27,7,,False,2025-03-14
0xsEcGAhLzcqOzfAXhnD6XZJFymouOBqSKVUu9Fx6o,16,low,2021-06-10,1,,False,2025-03-14
ltc1iyTlF9Yz0is2NhghKB4uDHLvqLFojJ4DXS4VUEI,25,low,2024-08-07,26,,False,2025-03-14
bc1O1xafz2v3BX0qOju28KaSfWk51gG2is9lr0EQmo,25,low,2024-12-18,162,,False,2025-03-14
0xiWcOb1uR6VYDXtQrI3lcoeip63T98zhmwTrw0e2x,71,high,2024-03-15,66,,False,2025-03-14
0xwcngtqfGcGXXRru4RUZTvwwBCrxW6U1hfb6DWYgs,39,medium,2024-03-13,79,Major Exchange,False,2025-03-14
0xgls1LxTNd3KXSqKRXRUQALtnwY9JS0F0mGbc8sCc,24,low,2021-03-21,42,,False,2025-03-14
0xnVWEujWp0nVffTraFGsa3K0e48omKgFXEsxOf4AR,47,medium,2024-12-09,60,,False,2025-03-14
bc1tULzXfouQRM9co3J5m9SsYEbAA1a8NfVJbj5wAl,34,medium,2021-03-03,17,,False,2025-03-14
137sA8Hb4ZZqYc5rMrLEO1Y5CyVzFso8KJ,5,low,2021-06-25,173,,False,2025-03-14
10AFevrQ4XionbVm87rSwIaj0q99SfFe5v,11,low,2024-12-31,45,,False,2025-03-14
0xKSlQtAiTaMil2KziKm5vt9G1EUVdA7ztLJn77AYO,5,low,2024-11-16,13,,False,2025-03-14
0xEYAf7QOO1fSxbcTXM1mTpIrmx6ztNmDDGE1tOj26,16,low,2024-01-07,17,,False,2025-03-14
bc1fSBtVrpjf48Qet9ILMd5wnfN4iZ3kyY9w4m8HGb,56,high,2022-10-23,247,,False,2025-03-14
0x4RSvpgL6XiBZD50WYwI5Anf4kO4AUqdIr5G3ECoM,25,low,2023-12-13,19,,False,2025-03-14
0xCaK7BqfM8GxJvXEW0djUrV0hRgKptQkBvS65HYsC,64,high,2023-09-18,138,,False,2025-03-14
0xFTUWBaMkNJQeTC11YMKtDiPMc3lOd76MVv97ihZd,19,low,2022-06-05,67,,False,2025-03-14
3fjfwbC3sacFZZHHdSvPmaqBdyvKzcXM4U,43,medium,2021-09-17,116,Binance.US,False,2025-03-14
ltc1KSKDmcp6x6pDNtVY8AxrNnHjFHGjZamditfwe6W,20,low,2024-11-02,78,,False,2025-03-14
3ZDX7heF0tmYD17UFWsP4lwSD8DiJgYg6Q,3,low,2022-05-24,135,Major Exchange,False,2025-03-14
bc1HebKRETNgSnlvPbKsELbEM2aWor7KuQQjbwRhNu,47,medium,2021-01-13,11,,False,2025-03-14
0xcWzvJ2chMWv2z1w2TfjAwDPvSLYVgXRL54y6OL6h,30,medium,2021-08-18,62,,False,2025-03-14
LaetaLdlBuhW9wghmQYpRC6JCh7xZvGOQ2,11,low,2022-08-16,30,Kraken,False,2025-03-14
1EtmjjgTaPxcQOR5yFrqiSZFvkb9dsuC7H,12,low,2021-05-03,33,,False,2025-03-14
L15NEr46bcu34g2uMa1vIqNenkCcoJotaX,20,low,2021-06-15,2,,False,2025-03-14
3d8ezzd9HTYZxLqbf8iF16WNsxI5M2aTPo,13,low,2024-07-14,560,,False,2025-03-14
0xZm1m8FSRcIsNakhjW3jJXRkYns9g1m8Q45UFN7EE,9,low,2022-06-26,254,,False,2025-03-14
0xuPoK9cQSfezTMa5nK2JGBfAXUmbXGFuyNEZm1qxu,42,medium,2023-04-24,62,,False,2025-03-14
LWaMkjuuQRePbj1VwTiSHt37bsKweAeYQz,15,low,2023-12-17,228,,False,2025-03-14
3mdjLuDDSN9IoqQbYww2qmQHjleGXzQtvC,4,low,2023-02-09,22,Kraken,False,2025-03-14
0xOo8nFx2hAcur2jGWBY3jQDitwy0XdT1eU3CiFlOd,22,low,2023-11-05,13,,False,2025-03-14
bc17OUGs7ji6WWpsF8pwBgfp35QC8S0mNjPG6k6pRT,0,low,2021-09-24,540,,False,2025-03-14
18n44qfYSq5zSf2gqb4zTixw4mFc7lT2ZT,0,low,2023-11-30,71,,False,2025-03-14
0x2Rsw9yR0wQq3ztXT6fF53GgyTyYzfMfZ6O4MCg3h,45,medium,2025-01-09,229,,False,2025-03-14
0xZKuEbLdLnDqyMjO7c0YLbflRmqi2VCCSCZn6Wq1M,23,low,2021-05-10,165,Major Exchange,False,2025-03-14
Lc3oICtKHZcfU7MwiYfMw3Nj9OGmSXOcwh,5,low,2024-07-18,728,,False,2025-03-14
0xdladJxGP0XiBkwQJWUzi9HmMqshTghJGAjl9pKtS,20,low,2023-11-04,204,Major Exchange,False,2025-03-14
3JmLfxfwVE1g8CUtSA9RNO1H73NFph6ahP,16,low,2021-04-10,52,,False,2025-03-14
0xtzKsXWv2juO0Cs3AvKrDbSVOOzoXoQw1SDSxJfhA,87,severe,2022-09-24,177,,False,2025-03-14
bc1qkkSVLltDJmMq0og9KbvuiRrVoCOKONeNxUY7AM,7,low,2023-12-04,4,,False,2025-03-14
3Ly4RdwzL6gqTWWinHNaNX2De8LHhGfmPT,15,low,2023-03-02,121,,False,2025-03-14
0x6KvlmyiHkcDhuvLVioRCmyJRhSUEOCY5G8vZIKGU,0,low,2023-11-13,21,,False,2025-03-14
3TGDyvkMkrE9yePNHfucdUKXqkIr65S0PV,11,low,2024-03-15,121,,False,2025-03-14
bc1UemikUlaVNhUSpZmDHXJc95pqnVzW871LgsAtFC,25,low,2023-04-07,107,,False,2025-03-14
3nJMU1tDSG7CD6AQVD4J12kz3lVtfpxJ39,35,medium,2022-09-03,600,,False,2025-03-14
393gXaMEMqnwtksjAm6QQgLt9DRKQcxqRb,87,severe,2024-08-03,63,Unknown,True,2025-03-14
MVsMlfGv8akguwPpSZuU07HWrM3ZdgEsXv,25,low,2024-03-30,98,,False,2025-03-14
bc1TgMNYNc4qDhLTLijVtc9avGyzZpq0pMq5RM2Xp5,10,low,2024-09-13,29,Major Exchange,False,2025-03-14
0x6TMIBJPYRwdYDi9Gh0CxBTkky4HKaCIYFpByPxdd,7,low,2022-03-18,30,Payment Processor,False,2025-03-14
0xKGLj3OysSvu5gahHX2ANRticBtC6UPkF42FxBUzr,26,medium,2024-08-18,72,,False,2025-03-14
0xaaFM9Ufelt3nkbNpmaljuYAL7nRyGwyvnbKNpP22,75,high,2021-06-13,22,,False,2025-03-14
38VvZkm34CbOhO5aLyPBjSmBGT63TApQQI,38,medium,2023-07-19,111,,False,2025-03-14
0xpTKhQJw6Uw4YqMj0iotkJ2YvYUCRREMaVhpN1FLR,22,low,2024-07-10,123,Coinbase Hot Wallet,False,2025-03-14
0xaw8NfUuiU4mB04iy6qwrGh5sq4NnfMY5VFNfS0qS,39,medium,2024-04-21,3,,False,2025-03-14
17911rd1D1dAfWpR45WaSUtVW23FAGMPTN,14,low,2024-06-09,4,,False,2025-03-14
0xg7jxVfkr4aDIrtby1JZoRI1XUBseYTsLLP05E6SZ,58,high,2021-10-12,22,,False,2025-03-14
3bL6RETIHBdyqmikKjVhT3rR73bLxdSFjV,92,severe,2021-10-22,64,,False,2025-03-14
0xtcEkb9G5TEJvB7M4eZXmjEvJMerkB0AQx2dOa2yh,34,medium,2023-10-28,68,,False,2025-03-14
0xshQMfsbdRe6pM7QnaATRdSggWTzCPFdiPaUbNt8d,13,low,2023-10-05,6,,False,2025-03-14
11DxYyBDTmxnh3soFtzGve64vpzs1Dbv4l,25,low,2022-03-01,164,,False,2025-03-14
3lwakVINEBwvq4i8tw90fhoBMs90RwGIUO,1,low,2023-03-30,27,Coinbase Hot Wallet,False,2025-03-14
LfAAhPPoTjIKuICEa3dfOTFacI8RT9kPrw,8,low,2023-09-25,46,,False,2025-03-14
ltc14gc9ihzOUnEcEZpVjZn0wsDLIcAnAcPeTeQR7LT,37,medium,2024-07-27,217,Major Exchange,False,2025-03-14
0xpfpfgHxHlkRC2k6v8fhM5iBxhnNZkYKrAVei4Uex,15,low,2024-05-22,14,,False,2025-03-14
bc1M2y1dv4TT41NLStIhLMEM11375tYie3OxK9fsQX,13,low,2023-01-02,401,,False,2025-03-14
LQFwOJIAfOCJgy57DknSJYFjRkgIn2f9N0,37,medium,2022-08-22,8,,False,2025-03-14
0xITLOBmOKlJLO0d6PpWHQEP1gOAPXzyQLWhHRRKgj,20,low,2023-09-12,358,,False,2025-03-14
0xRTxFChRZ89GGBBUeHv0ExjulbFsSWbSipGnwHw30,32,medium,2021-02-27,94,,False,2025-03-14
10y4zZ0gmwO9bHQVSuskqJyHMTugiNyaGU,2,low,2021-02-10,58,,False,2025-03-14
0xKqK300myswmnqEaRPjtcFurjJtb7zPfUmJWbvc6l,57,high,2024-07-10,292,,False,2025-03-14
1prO6RZWhVusdwIsMaDV1HFelUwQmuviV3,5,low,2022-10-01,10,,False,2025-03-14
0xQTFhKepcaLdPgYKVSac361NPGHyGcQiuGghMsHTx,11,low,2024-09-15,40,,False,2025-03-14
3DibV69pC5eTInxxLCLL6xFZQHkxKdUiKB,14,low,2024-04-08,29,,False,2025-03-14
3wHlDW4FSCUAK5Mx0LZuMLnPG54UuZf12q,9,low,2023-09-18,138,,False,2025-03-14
3QcBTcBhUU6hYv1KzNaUvmCQCkgtGDkwMr,2,low,2024-10-23,42,,False,2025-03-14
1BCfUZbTtWKSn96Rc2LyFWZqztGafbPkYz,28,medium,2024-03-08,1341,,False,2025-03-14
ltc1wvEDhREr1KIdz1oaZtKRogjxHABvTjYun32SrLB,38,medium,2021-12-08,277,,False,2025-03-14
bc182ABw8SBtLJZgO1WaUgjRU8pJKZKUZg6JA2pzJH,60,high,2021-01-15,24,,False,2025-03-14
0x6pAze83duLwWhOmur2nTqWkvr1rY0l8xac6p4BLS,11,low,2022-05-18,31,,False,2025-03-14
bc1DvQnXJebo9lBlFOMKOBSWGJ5na6rPAjgqQaxaMj,42,medium,2021-04-16,31,,False,2025-03-14
1xN4o7KpSHKumgG59TxWalRNef0j7INNwT,59,high,2021-03-29,537,,False,2025-03-14
3XqVuKsoQIE0bGXBPecxKeM78V6CK9GXj8,44,medium,2021-05-11,42,,False,2025-03-14
1HhEUXEbbnyuENp3v6l5UovP4xzK6YrRdH,9,low,2021-04-11,9,,False,2025-03-14
0xmOs7Y7U1MgpF2zO5Kfzc1uE9VIAzh42yAfnBxDix,10,low,2024-07-31,25,,False,2025-03-14
bc13X7OcXTtmPKyKsmlxGqLJcmR8x7ogx17MTjXfpa,24,low,2021-12-10,4,Payment Processor,False,2025-03-14
1uQ44iI9M7lv8BsFcaVdpfDwTuSfMdttPC,6,low,2022-08-05,103,,False,2025-03-14
0xlVZr26m2EY6694SxKzk9R4CwJzqVCA2CyQBK38iu,99,severe,2023-11-05,182,,False,2025-03-14
0x4sIiG8e0J4UfpHF51WY0RwxMbsgPWs5NTL8FuSWw,0,low,2022-07-19,154,,False,2025-03-14
0xim3EF6B142LaEIKh1i3aqWB6YiygxtiFc2YDJhew,58,high,2022-01-27,1347,High Risk Exchange,False,2025-03-14
0xNbLuVZJ2rNcM6QvVBnVVoPkdcHdCYIskDVUineD3,5,low,2021-02-24,3,,False,2025-03-14
MXqCk9yHec0P8VjRuUc1bbt4ZVahVkouKW,49,medium,2022-02-12,115,Major Exchange,False,2025-03-14
ltc1OSgGexdwICAMBLbnk5j5fOZhBurbX9IzQfiiI0m,62,high,2022-09-11,111,,False,2025-03-14
0x0504wknPl1QqOh8Cy5Gb4g2pBAItmzgqov2U8stq,14,low,2023-02-22,10,,False,2025-03-14
bc1SH5Q1TcX4FjPAdL4iQDmZhnf5rgh0SZxJmmn5su,36,medium,2023-10-13,17,,False,2025-03-14
bc1uEgHG9o9jGGcu0pXUCQmqKCr8vMRPQMz6fFFHNT,15,low,2023-04-15,856,,False,2025-03-14
LWlYowkevYdM4Ii53aWW6LGNPGrQS2szgd,16,low,2023-05-10,33,,False,2025-03-14
3UWmM06DIi6YkE9sFqbSqiJJ9y5tbNfC7H,21,low,2021-03-10,42,Kraken,False,2025-03-14
0xG4ENoziibuYlAhqQ6YOnJ6vd5phaFr7n7DZZxu8H,44,medium,2024-11-30,19,,False,2025-03-14
0xOnFP2QkovUwTKhAayzy83SJ75XAbL7UD3mDdTcKa,4,low,2021-01-13,8,,False,2025-03-14
0xsZGO67t245jd2KWs4PxRWD90ZqCtowKHGXmREDfV,40,medium,2023-12-15,126,,False,2025-03-14
0xEGJAqfphQX6tHRBEO2fv6rG2j16QMR4n9qJdzwbH,72,high,2023-06-16,325,,False,2025-03-14
3iMfQziJ4JqgoHvWCZ8tPH0ykG9q7xQmpn,6,low,2021-01-15,91,,False,2025-03-14
0xuwhRFH7c47nh8bnOFXdsXDUxVNCrxqMmKyb4w5lP,15,low,2024-01-15,3,,False,2025-03-14
0x4qCEfSafckB4q501F1jNGGFRVllJH2Z9XMskw59d,25,low,2024-12-24,87,,False,2025-03-14
1cfApR6iEuP6FxHGuqHYaRrZ3C5PjTcCBV,87,severe,2024-06-07,698,,False,2025-03-14
3AvdddaTO08gvYxhZrLayyN3OhLP596Me2,26,medium,2023-08-30,60,Gemini,False,2025-03-14
3u8KSwEAqAAVu3jjgMNwm5AySY0p43vVgI,8,low,2022-02-16,23,,False,2025-03-14
3BIB1Pc8dQV6KI5UtJRsfHhokF4IjCc4Hi,11,low,2023-02-07,103,,False,2025-03-14
1cPFQHvvxvjK0fgDwcJCbQP4Sslr2Q6Yz7,1,low,2024-02-19,4,,False,2025-03-14
MGzdVaBVtiYyVtEtSSvVglXhkbg1HtG6Na,3,low,2025-01-14,121,,False,2025-03-14
bc1YFWHH6oXVtuqzqVtZl5QFf6coczfKT3Yd2lFdYa,17,low,2022-12-29,51,,False,2025-03-14
0xy5LuPEmXx6h01kuRy8xR6Cr2aPlgkiTMFVr4PhlD,3,low,2021-05-13,23,,False,2025-03-14
3o4IUFX1GoLmUoCmDit5EG4Fap0w3DoVje,12,low,2024-01-17,1,,False,2025-03-14
0xPizamF4GiphCg4u9QZhkO5YhVIdS1uQKe9IWvucL,22,low,2023-08-29,22,Binance.US,False,2025-03-14
0xRk0PDMtb2nQljrWuaF6vBho8J8Xy4thmTbpOY4kR,34,medium,2021-06-30,14,,False,2025-03-14
0xBxEZlYlRg8EdJJfQxL1hxRx7feU145QjUIfpz8lJ,4,low,2024-10-29,19,,False,2025-03-14
0xnL99GrjgFGotgiF6jSyQwsiJQyS1dcecVohrD0PO,37,medium,2021-06-03,58,,False,2025-03-14
3l8uhT5zSF4pydJF0EpPPVE61c4jp7LLCS,18,low,2021-08-10,23,,False,2025-03-14
bc1FY6cWeZpK15D4vZLo1zPCnmwmoMSRxGcswUIkYj,2,low,2021-06-15,8,,False,2025-03-14
0xvDaP5G20MhOz67945vNXtBU6SPT2pw2yzZcjxZOu,3,low,2022-09-29,22,,False,2025-03-14
bc1qzVBFDHF0Su4sfKOxj3iv6pdvd40h0z2ty2Fgd3,10,low,2024-09-17,198,,False,2025-03-14
0xBtp0wRN4jJJjcFIdw2bIsE1bZymWWIqoLctBc9PM,21,low,2023-05-12,381,,False,2025-03-14
L6iij84HDXFowFutLcU2gJwLOm8zjAZgXr,2,low,2024-08-30,63,,False,2025-03-14
105XUTCVsC6kXeRePMdXziKC5ssIPOST96,5,low,2025-01-09,64,Coinbase Hot Wallet,False,2025-03-14
3HaFn5GybXvoROOIke7NAm5wmEN8UIJh0r,41,medium,2022-06-15,465,,False,2025-03-14
3EMMxnIXAzhKZuMw8AnCYNxv7E2s07vI3j,3,low,2024-07-26,55,,False,2025-03-14
ltc12a9CoEBceLr7su4hQkclajQiaiYmO9qFWuYs0bl,9,low,2024-03-13,75,Major Exchange,False,2025-03-14
3H90IsLJWNAswu8gk4aElFEd6C7pvYC25p,21,low,2021-07-02,105,Gemini,False,2025-03-14
0xargCFUys6bt3N7eUdoFJ9rPX6ympa9MjVS8AcmB7,36,medium,2023-08-18,50,,False,2025-03-14
ltc1twooyhPuhYKKeoxHQ6UIgcAT6p813bKb5WW1STn,38,medium,2023-09-02,87,,False,2025-03-14
15zyGT7UDWSoRUBEt235IyMpOC1gZ3AgJm,39,medium,2023-05-08,10,Binance.US,False,2025-03-14
1pT2mBGEZTH5navWpMRfFDxtnFvsUwIS3v,2,low,2023-01-27,75,,False,2025-03-14
1priVt80BapZo8ywF5XzHEStRrPButISfy,9,low,2023-10-29,13,Major Exchange,False,2025-03-14
Mo0FkF7fyg5Qh1aSH0VRKALEY8DL8yHR90,23,low,2024-06-28,18,Gemini,False,2025-03-14
bc18HHoJBHAEyhDZyjnJhUjAxYtsNrwSMjwk8kbFLX,14,low,2021-11-21,65,,False,2025-03-14
0xcxfUBl4OMytLc8xv3YFofUknOBwnGKZMiRKvYYzI,21,low,2023-09-09,61,Major Exchange,False,2025-03-14
bc19xeV54ydU9Cqe0VADOOXkluj8PbKTAHBxIuUx3U,11,low,2022-06-21,17,Gemini,False,2025-03-14
0xRBY1ucsxDIRJCZ9ol8oqjXkvnPpezFlNNkAOgqHz,15,low,2021-03-02,41,,False,2025-03-14
0xBLxBeTcYcdUt3I5KNy6OV4HzDMayYb9CyO0B0o0k,59,high,2024-11-20,399,,False,2025-03-14
1ZxnTd0kVQmXjzbVk3rHWWUOZuj1oIiaAv,24,low,2024-09-12,3,,False,2025-03-14
124Id38QPAgZBEYlJvz5vdm1cpu7A9bFRq,24,low,2021-05-12,93,Payment Processor,False,2025-03-14
3MROsCj9G0qfy6PoQcJmrYwujOpIwbXfKr,8,low,2021-10-25,12,,False,2025-03-14
3sgMmj1jjQEprD3B9stC9hIdh85mERwEGM,16,low,2023-11-21,1206,,False,2025-03-14
0xEV1651i5eKGcaXOZApezofv5IEDf5Wrmg7PQbxQY,40,medium,2024-06-02,73,,False,2025-03-14
1Yuty4JT1i57GVRX9uqmB6MGOczBEpbDq1,19,low,2023-08-09,138,Kraken,False,2025-03-14
MQdCc9x4dKDwrKK3PkeVZCTyjVesWwC7fI,11,low,2024-10-19,776,,False,2025-03-14
ltc1mTa2Nabr4TMS7yrQHG7QuAOWAnFI1GPLDilITZq,55,high,2022-01-07,79,,False,2025-03-14
0xMhZRtcxSwGTqlUv2AsGGeWMd2PDIh44QuQAR2N3e,3,low,2021-06-01,141,,False,2025-03-14
1Osv6IslYs648wj16eWvZV0E3mygUqfuT3,28,medium,2022-11-11,130,,False,2025-03-14
0xIA6nQd7naKSWgfsuOte8y6gji1oppLLz8Gustk6g,17,low,2024-02-09,23,,False,2025-03-14
LufyR2CCr8DdJYUWAlucW8xGR56NZbJR8A,1,low,2023-02-09,10,Binance.US,False,2025-03-14
0x9lBAiEIBAd2gj0WfRhgwrUpfxOsFVmI2e1d48wir,13,low,2024-01-11,21,,False,2025-03-14
0x5n0HGQz2kDfQAB8fB8GglTIBWAmN5YDOGzyjaUIs,7,low,2021-03-22,383,Coinbase Hot Wallet,False,2025-03-14
bc1fwTx9pxVPBKRP1qtdUKqEUuHGslVs1qkZQFqmGx,37,medium,2024-05-22,112,,False,2025-03-14
1iJ6Pu7c6Muwz0BckxWucKOVP0xMrpryrv,47,medium,2023-09-03,127,,False,2025-03-14
ltc1vrYjWxnWSdkIXWsoq758kgy2zVlGP1llorBm7wW,23,low,2023-03-29,382,,False,2025-03-14
